答問,1
時光飛逝,1
視而不見,1
行爲,1
怨氣,1
定下,1
列表,1
人面對面坐,1
克,1
又一城,1
靚,1
張開長方形,1
貼長方形,1
在下位的,1
星巴克,1
噴漆,1
招牌,1
中間,1
旅遊巴到,1
飛機滑行,1
旅遊巴來去,1
大人,1
八達通,1
顯徑,1
極端,1
武,1
差距大,1
差距收窄,1
意兒子,1
一共,1
多區,1
這個團體,1
給他們,1
簡單地説,1
互相關連,1
電單車行駛,1
車開走,1
美國護照,1
車駛走,1
車行駛,1
禁,1
穿着背心,1
戴着頭盔,1
全套衣物,1
緬甸,1
山火,1
拖車,1
請看右邊,1
小規模爆發,1
便衣,1
抬擔架,1
抬上,1
走向前,1
對峙,1
分成兩邊,1
行駛,1
車撞過去,1
防毒面具,1
感,1
合符,1
條約,1
飛機到達,1
發源,1
更好,1
喫不消,1
甚麼時候,1
油油漆,1
不太好,1
交給政府,1
交給大家,1
浙,1
北京西,1
從這個地方擴散出去,1
自己想,1
升降,1
不定,1
辯駁,1
證件,1
給她,1
調遷,1
賭博,1
限制不會,1
積存,1
房子,1
多個區域,1
責罵我,1
沒所謂,1
籐,1
射水喉,1
滅,1
對立,1
鄺,1
不斷改變,1
有關聯,1
找來,1
律,1
烏克蘭,1
扣起,1
獨行俠,1
攔截,1
分球,1
入樽,1
奪取,1
最尾,1
連勝,1
每小時,1
收費,1
入油,1
越減越少,1
飛走,1
爺爺,1
飛機場,1
坐上飛機,1
套上,1
售罄,1
化妝品,1
受感染,1
再升級,1
瞄準,1
護目鏡,1
發熱,1
打噴嚏,1
大馬,1
關聯,1
有檔,1
垃圾桶,1
蚊,1
農曆,1
有檔販,1
掛,1
初一,1
圍枱,1
熱鬧,1
擔架,1
初三,1
例,1
時間表,1
年初四,1
退票,1
摸門釘,1
纜車,1
賣票,1
緩解,1
出動,1
障礙物,1
駛過,1
駛,1
海關,1
煩,1
製成,1
年年,1
拳手,1
驕傲,1
仰慕,1
清晨,1
玫瑰,1
花瓣,1
直通車,1
防何,1
爭,1
人湧,1
迷失,1
籃球場,1
測驗,1
用光,1
鰂魚湧,1
康山,1
鑽石山,1
撒,1
返工,1
擔任,1
推開,1
倒地,1
石硤尾,1
空白,1
上期,1
西藏,1
芬蘭,1
給面子,1
照顧我,1
好不好,1
沒貨了,1
日內瓦,1
解除合作關係,1
多間銀行,1
名字字,1
帶到,1
鹹魚,1
無論,1
多人排隊,1
杯麵,1
興奮,1
妝,1
茘枝角,1
旅舍,1
申,1
隠瞞,1
有闗,1
一起向前,1
熱烈,1
西蘭,1
盟,1
昆蟲,1
有限,1
湖L,1
鹹,1
拋棄,1
旅團,1
讓給,1
棺木,1
揼釘,1
順序,1
模範,1
治,1
隔絕,1
瞪眼,1
右手,1
左手,1
託付,1
主角,1
怎算,1
贊同,1
罷了,1
耳探,1
社會福利署,1
橫式,1
從來,1
注,1
蓋上,1
廁板,1
窄,1
牙刷,1
開關,1
撐不下去,1
搬移,1
外國人,1
越多,1
流入,1
睡房,1
沖繩,1
香港人,1
色,1
腳軟,1
火焰,1
禮貌,1
某事,1
對象,1
茘景,1
湧現,1
誠,1
則,1
缺勤,1
叩門,1
開門柄,1
住家,1
人湧上來,1
打蛇餅,1
面對面,1
直向,1
龍頭,1
龍尾,1
抱,1
厠紙,1
女性,1
衞生巾,1
維多利亞,1
瑞典,1
沙沙,1
小鳥,1
珼,1
送上,1
展現,1
一起來,1
覆診,1
拿不到,1
流眼淚,1
取不到,1
不走,1
連鎖,1
門外,1
盧,1
飛沫,1
折返,1
吹起,1
挾持,1
戴著頭盔,1
發訊息,1
追踨,1
積蓄,1
宅,1
保護身體裝備,1
存,1
廿幾,1
謝謝,1
喝酒,1
得獎,1
水渠,1
劃,1
理工,1
看字幕,1
芬,1
骨,1
睇,1
螢,1
幕,1
由,1
餵奶,1
伯,1
聯合國,1
葡萄,1
衝浪者,1
擊中,1
昏迷,1
復課,1
小六,1
圈子,1
面試,1
開香檳,1
留存,1
烏溪沙,1
協,1
拍成,1
窒息,1
掛牌,1
落下,1
拖行李,1
心驚,1
全身防護裝備,1
徒,1
身體污染,1
校車,1
保母,1
有沒,1
無聊,1
行開,1
好嗎,1
重疊,1
不明白發生何故,1
獲準,1
得奬,1
奬牌,1
獲勝,1
不明白會這樣,1
也,1
下機,1
申報,1
賊,1
告示,1
打探熱,1
體溫,1
談話近,1
幾下,1
跟進,1
外人,1
彌撒,1
撥給,1
密密麻麻,1
露臺,1
出城,1
圍住,1
鼻道,1
自由行,1
開視像,1
去過,1
實,1
聊電話,1
天主教,1
基督,1
用了,1
想辨法,1
供給,1
圓形,1
目錄,1
出產,1
迷你,1
月亮,1
右腳,1
抽筋,1
上庭,1
暫,1
陽,1
受壓,1
淡,1
甚麼意思,1
辣,1
開喉,1
熄滅,1
單車,1
大聲,1
磅,1
厚,1
廟宇,1
開火,1
打受傷,1
淚,1
退後,1
慧,1
官塘,1
解剖,1
飯盒,1
贊助,1
投,1
大邱,1
講道,1
就任,1
上山,1
下山,1
行來行去,1
喘氣,1
延改,1
秋天,1
原諒,1
應用程式,1
宣,1
誓,1
馬哈,1
出賣,1
護,1
放工,1
戴眼罩,1
離婚,1
人主,1
牆,1
先生,1
自殺,1
看大家,1
落機,1
檢查身體,1
螺絲,1
距,1
名名,1
蝕,1
追討,1
付給,1
抵,1
主持人,1
傭人,1
鐵路,1
同伴,1
嚴管,1
竟然,1
停辦,1
創新,1
按掣,1
訟費,1
牠,1
抵達,1
被安排,1
回想,1
拿行李,1
聾人,1
上機,1
起程,1
區議員,1
攻擊,1
偏袒,1
不知所謂,1
自助餐,1
印,1
手臂,1
估到,1
開玩笑,1
字典,1
巡視,1
晩上,1
自願,1
補選,1
親生,1
會長,1
盒裝,1
參閱,1
拖著,1
指定,1
福建,1
泉州,1
揹包,1
制服,1
按了,1
泉,1
被困,1
安撫,1
心態,1
跨欄,1
享受,1
院,1
三藩巿,1
驚,1
入去,1
瞎搞,1
有能力,1
恐,1
喧嘩,1
圍著,1
演習,1
望遠鏡,1
察看,1
攤檔,1
前線,1
總領事館,1
被派來,1
輻射,1
隔日,1
餵,1
選定,1
藥效,1
能否,1
奧運會,1
駐港總,1
領使館,1
郵輪,1
當局,1
大部分,1
康復者,1
特區,1
拳王,1
私立,1
留位,1
款,1
轉校,1
默哀,1
列入名單,1
斜坡,1
甲組,1
懶散,1
令人,1
恐怕,1
苦歷,1
深喉,1
年紀,1
鼓動,1
誘惑,1
杜魯多,1
病情,1
自我,1
太小,1
寄宿,1
它們,1
裁撤,1
學者,1
被指令,1
派人,1
碰面,1
喉管,1
會眾,1
社聯,1
外來,1
發文,1
瞞,1
守法,1
學了,1
不懂事,1
沒甚麼,1
鈴,1
滿意,1
不漂亮,1
不戴,1
差點,1
房屋署,1
今星期,1
舞臺,1
打鼔,1
陰影,1
大提琴,1
焦慮,1
恆生,1
感謝,1
向下,1
風筒,1
稱,1
搽脣膏,1
舔嘴脣,1
吸收,1
飲水,1
抺去,1
脣膏,1
入體,1
辯論,1
奬盃,1
受不,1
支援,1
耳帶,1
每個人,1
不成功,1
地鐡,1
荔枝角,1
複,1
細究,1
閉路電視片,1
訟,1
聖火,1
典,1
穿上,1
傳染散播,1
轉到,1
源自,1
運,1
斬,1
招,1
人入境,1
大眾,1
如有,1
要有距離,1
香港郵政,1
華人,1
被襲,1
拉索帶,1
駐守,1
掛隊,1
手拎很多東西,1
到處都沒有,1
按壓,1
擦,1
搓手,1
搶奪,1
打架,1
噴人,1
父,1
刺,1
縫,1
召來,1
東方,1
答謝,1
榮譽,1
奇妙,1
有名,1
柱,1
開始香,1
港人,1
哪個,1
基礎,1
留意報道,1
山頂,1
除,1
喝醉,1
親密,1
會社,1
空間,1
推卸責任,1
她們,1
圍起,1
提堂,1
是否沒有事,1
轉往,1
一起去,1
日本東京,1
漸變多,1
祕密外出,1
被帶到,1
默契,1
控制自己,1
有地方,1
或是,1
出入境,1
看仍然,1
首,1
領導,1
接著,1
特朗普希望,1
首先提出,1
體驗過,1
那間,1
拿到,1
人流緊密,1
省錢,1
盲目,1
廣泛傳染,1
幸運,1
真幸運,1
收短訊,1
販賣,1
已完成,1
現在仍然,1
飛回來,1
冬季,1
關閉場所,1
做到,1
不時,1
大風,1
長時間,1
辦公室,1
客廳,1
噴手,1
醉酒,1
親蜜,1
有用,1
頂點,1
車票,1
鄭麗瓊,1
交回,1
答案,1
到處去,1
實驗室,1
中轉,1
無問題,1
通話,1
選手,1
大型,1
習近平,1
稅金,1
累計,1
火藥,1
彈殼,1
小路,1
石屋,1
關口,1
路蓮花,1
分娩,1
心急,1
類型,1
和緩風,1
中等,1
新聞報告,1
坐着另,1
過來坐,1
面對面坐下,1
加裝很多膠版,1
筷子,1
人們圍圈坐,1
各坐一邊,1
每邊各四,1
掃墓,1
明白事理,1
耕種,1
不會嗎,1
各各式各樣,1
面對面坐開,1
通電話,1
打機,1
送進,1
這兒,1
薄餅,1
麵包,1
好過,1
冷淡,1
無辧法,1
遇正好,1
意義,1
縮減,1
這段時間,1
知悉,1
其他哪裡,1
搶購,1
違規,1
簿,1
蓋章,1
農村,1
拿著,1
貨源,1
充足,1
惠康,1
棘手,1
豁下,1
鄰,1
協會,1
席,1
至到,1
偏風,1
和暖,1
入住,1
未有,1
有部分,1
截至,1
有機會,1
流傳出去,1
清單,1
轉至,1
互聯,1
病房,1
穿手帶,1
我現在增加,1
保護罩,1
百幾,1
招待,1
噴沫,1
有手帶,1
高矮不一,1
簾,1
難以,1
裝備,1
乘搭,1
遠處,1
積分,1
未知,1
多點,1
觀看,1
董事,1
看得清,1
兩至,1
小型,1
咒罵,1
牙明天,1
每年,1
每月,1
遇見,1
林鄭女娥,1
用處,1
將會,1
除此之外,1
明瞭,1
抽調至,1
再者,1
冠肺炎,1
這個範圍,1
涼快,1
提醒大家,1
營商,1
識趣,1
究竟為何,1
不知所云,1
乏力,1
火燒,1
來吧,1
想不想,1
坐船,1
茶葉,1
支持我,1
支持你,1
宵夜,1
上層,1
避免,1
融合,1
傷害自己,1
辭退,1
遏止,1
告,1
遷冊至不同地方,1
打字,1
列印,1
走下船,1
放到,1
陰性,1
關連到,1
打鼓,1
細則,1
清明,1
拜山,1
條款,1
浮,1
沖擊,1
撞在網上,1
堵車,1
傳達,1
邦,1
船停泊,1
寫書法,1
滑手機,1
按手機,1
翻查,1
同一,1
尿片,1
派藥,1
天空嘈吵,1
習主席,1
中南海,1
企開,1
響鞍,1
響,1
這次,1
首先發生,1
沉靜,1
李文亮,1
犧牲自己,1
在不同位置的旗桿,1
金紫荊廣場,1
旗愈升愈高,1
長方柱體,1
石碑,1
落船,1
人離開船隻,1
迪士尼綫,1
頒,1
害人,1
或者偏頗,1
班次,1
飛機進入,1
不快,1
明晚,1
強勢,1
肺炎檢驗,1
多人相視而坐,1
相視而坐,1
單張,1
命令警察,1
去不同地方,1
巡查,1
氣罩,1
通關,1
回到,1
泊車,1
網站,1
人來,1
蝶,1
列入名冊,1
密雲,1
晨,1
洋,1
很近,1
醫管局,1
轉介,1
充份,1
罰錢,1
下棋,1
相對而坐,1
空閒,1
玩啤牌,1
抱怨,1
椅子,1
包封,1
隱蔽,1
走過,1
哂太陽,1
匪夷所思,1
攪珠,1
裁判官,1
成人,1
不能承受,1
新冤病毒,1
愈來愈差,1
出耀,1
與不同的羣體一起,1
這個和那個,1
混淆,1
社工,1
過往,1
裁決,1
收貨,1
農產,1
補助,1
那地區,1
腰斬,1
後天,1
有影響,1
金錢資助,1
短期,1
失業人,1
助理,1
政治助理,1
短訊發送給我,1
收窄,1
感受,1
望周圍,1
關卡,1
出去外面,1
武漢站,1
火車行駛,1
廣西南寧,1
多人離開,1
長江,1
很多燈亮起,1
和過,1
改建,1
留院,1
大九,1
羣組自己,1
基礎可以,1
薪酬,1
幪面,1
人排排坐,1
長頭髮,1
領取,1
四方,1
印章,1
頒布,1
屍體,1
購買或,1
好運,1
划船,1
握風箏把手,1
風箏,1
殺死,1
密不透氣,1
胡思亂想,1
長州,1
梅窩,1
算數,1
瞓,1
過夜,1
玩完,1
開如,1
掌聲,1
招覽,1
被動,1
飛昇,1
減價,1
人體,1
繁殖,1
小看,1
準備好,1
蜂擁,1
排很長簿隊,1
車等,1
幸,1
建成,1
多少日,1
團聚,1
光榮,1
氣溫上升,1
捉到人,1
新型,1
介不介意,1
始果,1
轉嫁,1
閞會,1
自覺,1
保持,1
感謝眾人,1
指屏幕下方,1
交易,1
覆蓋全身,1
氧氣,1
整個身體,1
餃子,1
重量,1
週日,1
頭暈,1
爪,1
多方合作,1
非常重要,1
用力轉彎,1
繞過踢到球,1
球到附近,1
轉彎,1
大組,1
踢入,1
黑暗,1
差異大,1
譚,1
去除,1
模樣,1
貨入境,1
借用,1
隱祕,1
自省,1
衝動,1
扔掉,1
不聽,1
找我,1
國外,1
周全,1
例子,1
工具,1
大幅增加,1
擔保,1
支出很多,1
美洲大陸,1
李柱銘,1
控告我,1
後悔,1
上午,1
無事,1
卸責,1
電腦遊戲,1
結束,1
球迷,1
南風,1
中後,1
控訪,1
視,1
授權,1
人類,1
人造,1
量,1
一般人,1
演唱會,1
百份率,1
職工盟,1
帛琉,1
帕勞,1
籌集,1
披頭四,1
保羅麥卡尼,1
世界衞生組織,1
國際公益組織,1
屋內,1
民眾,1
港元,1
捐獻,1
世衛,1
張學友,1
陳奕迅,1
莎蓮娜威廉斯,1
莫拿託路,1
南部,1
閉門,1
排名,1
哥芬,1
稍後,1
警察總部,1
郵件,1
處長,1
預訂了,1
住客,1
前臺,1
交還,1
我問,1
對方,1
住宿,1
貨車,1
拉開,1
運到,1
搬運,1
起草,1
辦公,1
事實上,1
所謂,1
添加,1
新華社,1
套用,1
負任,1
兩辦,1
成員,1
改正,1
中央人民政府,1
駐香港,1
頁,1
依照,1
照樣,1
搬動,1
物體,1
包裹,1
不穩定,1
粉末,1
海嘯,1
團結香港基金,1
印花稅,1
土地,1
紀律,1
港臺,1
博彩,1
更改,1
妥善,1
傑志,1
更加,1
負數,1
至目前為止,1
向前,1
離職,1
問到,1
人事,1
朝向,1
迫切,1
重點,1
統籌,1
以來,1
離任,1
現在恭祝,1
愉快,1
年資,1
中立,1
勤力,1
開頭,1
各界,1
忠誠,1
保留身體內,1
被擲,1
謀殺,1
駕駛達到,1
拉上閘,1
走動,1
人士,1
位於,1
有關人,1
全面遮掩,1
看不清楚,1
叫做,1
方塊,1
裝入,1
騁請,1
會一,1
清涼,1
勁大,1
堆,1
人之中其中,1
此人,1
十多天,1
有超過,1
帶到另一地方,1
衝門而出,1
護理,1
取書,1
太多聚集,1
見面時,1
商戶,1
駕車往,1
不宜,1
水氣,1
選出,1
立`,1
補留,1
留在家,1
身體檢查,1
各種不同,1
陽光照下,1
陽光遍地,1
小童,1
下學期,1
他說,1
注入,1
進入體內,1
伊斯蘭,1
很多屋,1
各處清潔,1
摘下眼鏡,1
擦眼鏡,1
好像這樣,1
不同命令,1
籃子,1
朝拜,1
怪,1
周圍分開,1
圓形屋頂,1
投射,1
全體團結,1
下注,1
同歸於盡,1
增長,1
冒出,1
揮動衣物,1
火警嚮,1
控罪,1
一直增加,1
團體到達,1
聚集很多,1
集體移動,1
查詢,1
空氣流通,1
臨近,1
遙控,1
層次,1
一馬超越另一馬,1
拍,1
朦朧,1
逐步增多,1
程度降低,1
雙向,1
困於,1
程度提高,1
變多,1
我保護你,1
你保護我,1
不允許,1
創立,1
充電,1
家長,1
後方,1
大批,1
何文田,1
濃煙,1
餅乾,1
侍應生,1
收拾東西,1
度假營,1
匙,1
黃金,1
往常,1
檢視,1
量度,1
往來,1
操作,1
廟,1
勞,1
窮,1
職,1
醫護人員,1
十的符號,1
黃大仙,1
祠,1
宮,1
上段,1
下段,1
出發,1
九龍灣,1
親,1
絲帶,1
解說,1
叻,1
招攬,1
單日,1
滋生,1
蓋住,1
小販,1
成年人,1
放進去,1
翻譯,1
尊敬,1
侍產,1
價格,1
恒生,1
戰,1
登位,1
荒謬,1
糾纏,1
難看,1
諷刺,1
卡通,1
直指,1
紀,1
之前有,1
幼兒,1
短髮,1
富強,1
見過,1
分州,1
洩漏,1
飛仔,1
標準,1
建制,1
豪,1
鬍鬚,1
助,1
拋擲,1
重用,1
抽取,1
舒緩,1
針,1
說過,1
逹到,1
景物,1
時鐘,1
人參,1
參,1
警示燈,1
斤,1
接接,1
致意,1
默,1
警機,1
圖畫,1
戰略轟炸機,1
飛行,1
籃球員,1
戴上手套,1
不得,1
被問,1
驚喜,1
香港再,1
興起,1
診治,1
推拉車,1
槍殺,1
桔,1
訓誡,1
孩子,1
強拉,1
被擋,1
衣領,1
拉出,1
扶起,1
趕出,1
箍住,1
丟面,1
被資助,1
幹事,1
資物,1
體,1
宣讀,1
鐡,1
打拳,1
善,1
焗,1
拍拖,1
親吻,1
弄到,1
暗瘡,1
洗面膏,1
流汗,1
黏糊,1
評定,1
鋼筋,1
評斷,1
筋,1
監牢,1
本人,1
貪,1
公安,1
網吧,1
開辦,1
葵芳,1
喉唾液,1
高齡,1
視線,1
釋出,1
縣市,1
主持,1
評判,1
旗下,1
被扣上,1
粗口,1
拉起,1
盲,1
壽司,1
卷髮,1
對我,1
名牌,1
渡假屋,1
淺,1
喜,1
八逹通,1
奧地利,1
顔色,1
條規,1
任職,1
擴音器,1
聲,1
被抬,1
站上,1
拋落地,1
抬,1
救護車燈,1
餘下,1
臺前,1
繁多,1
講臺名,1
奪走,1
黑布,1
按地,1
壓下,1
膝頭,1
壓住,1
拋下,1
輪流,1
被控,1
收回,1
不起,1
訴訟,1
冠形,1
寄出,1
因為世界,1
派對,1
寃枉,1
微,1
落空,1
難處,1
大力,1
無法,1
相,1
錯失,1
教訓,1
設備,1
直行平行綫,1
傳開,1
挑撥,1
精英,1
某日,1
合格,1
接手,1
弊,1
岸,1
命運,1
短片,1
征服,1
隱密,1
統一,1
想念,1
前年,1
當選,1
出席者,1
微不足道,1
內心,1
規制,1
剪綵,1
財產,1
實施,1
立下,1
讉責,1
誹謗,1
悲,1
軍裝警察,1
將近,1
炮,1
然後,1
渠蓋,1
檔,1
拿出,1
被拋擲物,1
橙,1
被捉,1
背心,1
警號,1
慣用,1
議,1
屬性,1
敵,1
陷害,1
忽視,1
揑造,1
磚頭,1
被擊,1
碎裂,1
濺,1
新加,1
夠,1
僕人,1
發展變成,1
亂指,1
反駁,1
固執,1
展出,1
首席,1
沒關,1
淘汰,1
活下去,1
看守,1
圍堵,1
行人,1
被帶走,1
被噴射,1
包紮,1
被帶上,1
對面,1
路軌,1
撰文,1
忠義,1
聲響,1
閉幕,1
委會,1
降罪,1
不關事,1
有趣,1
發球,1
治理,1
帶去,1
掃興,1
改過,1
幫不到,1
被帶去,1
可行,1
還給,1
立約,1
逼迫,1
對付,1
國際金融中,1
提拔,1
接任,1
有孕,1
搬上,1
胡椒劑,1
入眼,1
兌換,1
保衛,1
組合,1
物流,1
駿洋邨,1
威爾斯醫院,1
救援,1
清晰,1
接送,1
倉庫,1
層數,1
葵聯邨,1
財政司司長,1
外匯,1
聯繫匯率,1
捍衛,1
基地,1
人大網,1
書冊,1
明尼蘇達州,1
明尼阿波利斯,1
高速公路,1
急忙,1
運油車,1
撞向,1
弗洛伊德,1
跪壓,1
油車,1
目擊者,1
曼哈頓,1
據報,1
非法集結,1
蘇豪區,1
市長,1
商鋪,1
打爛,1
上空,1
盤旋,1
加洲,1
塗鴉,1
比華利山,1
參加者,1
過後,1
申請人,1
雲多,1
法令,1
文書,1
商談,1
私下,1
催淚彈,1
警隊,1
欄柵,1
跨越,1
國民警衛軍,1
暴亂法,1
派遣,1
倒,1
液體流出,1
瀝源邨,1
三讀,1
否決,1
國歌條例,1
他倆,1
用布遮蓋,1
核突,1
蠕動,1
忍不住,1
朱凱迪,1
這是,1
肥料,1
陳志全,1
道德,1
立場,1
內政,1
墓地,1
你的,1
討回公道,1
丹佛市,1
躺下,1
抱著頭,1
扮成,1
侮辱,1
瀝源村,1
還未,1
無權,1
民權,1
缺漏,1
按一下,1
包著扶手,1
搬去,1
幫自己,1
攜帶,1
今個,1
沙中線,1
收到撥款,1
建制派,1
收益,1
跟著,1
安全法律,1
文字,1
需要香港,1
多人站立,1
兩種制度,1
撤回,1
通關檢查,1
我想,1
說服,1
強壯,1
青春,1
時間過去,1
尊業,1
些許,1
科目,1
熱情,1
不論,1
天上,1
向下看,1
警員,1
基層,1
一直不能,1
通往,1
卑鄙,1
遊利,1
保鑣,1
保鑣跟隨,1
鎮壓,1
靜默,1
舉,1
長方,1
指螢幕,1
生再,1
喊聲,1
救命,1
坡,1
泥,1
傾瀉,1
多人排坐,1
屏幕這裏,1
傳單,1
媒體,1
明後,1
存錢,1
移居,1
兩星萬,1
確保,1
振興,1
書面,1
吐樽內,1
扭緊,1
十字架,1
鱗,1
文字寫下,1
螺旋,1
打傘,1
吐,1
行車,1
耐性,1
行人路,1
靴,1
天亮,1
學生說,1
時光過去,1
魚鱗,1
墨西哥,1
肺漲起,1
進出口,1
壞人,1
年老,1
威力,1
不能阿,1
升上,1
六分,1
資金周轉,1
架構,1
祕,1
各自飛到,1
樽裝,1
多人到場,1
匯豐,1
外界,1
做得到,1
責罰,1
報復,1
兩者皆可,1
評詁,1
全部完成,1
私家車行駛,1
坐船到,1
主義,1
賄賂,1
跪頸,1
舉殯,1
大批人,1
入殮,1
哥哥,1
漠視,1
致敬,1
駛走,1
移動棺材,1
網相,1
做得好,1
香港電臺,1
會所,1
短視,1
撐,1
零售,1
廠商,1
平臺,1
西灣河,1
掉去,1
雙膝壓在另,1
的頸,1
小事化大,1
反省,1
修補,1
膚色,1
貧窮,1
很多人入場,1
坐開,1
罷工,1
發起,1
不偏離,1
價值,1
教育自己,1
專一,1
圖片,1
南華,1
戴著口罩,1
版本,1
條碼,1
微粒,1
從鼻子噴出來,1
從口中噴出來,1
吸入,1
呼吸道,1
損壞,1
清洗,1
中大,1
相關,1
過程中,1
痰,1
飛沫噴出,1
砧板,1
財經,1
西北,1
掠過,1
呼吸困難,1
大腿以上,1
範圍內,1
烈風旋轉,1
路徑,1
更高,1
唔該,1
用體溫計量額頭,1
出示,1
十分開心,1
待在,1
累,1
很興奮,1
年青,1
過山車近,1
彩色,1
轉圈,1
滑浪飛船,1
熊貓,1
罪行,1
爭持,1
湯,1
行會,1
以膝蓋壓頸,1
鎖喉,1
國會山,1
無聲,1
矇混,1
無線,1
清勁,1
搭臺,1
都是,1
食品,1
南面,1
廢物,1
爐,1
長官,1
維護,1
合拼,1
不合對,1
列明,1
指罵,1
層面,1
有無需要,1
手令,1
限時,1
拘留,1
在這裡,1
品格,1
捉來,1
曾試過,1
聚在,1
之內,1
慢慢上升,1
升高更多,1
追捕,1
轉身,1
推搪,1
革職,1
轉變,1
火警,1
衝去,1
車來回,1
暗裡,1
衝著,1
放下,1
開放海關,1
租用,1
接載,1
輛,1
留著,1
聘用,1
好少,1
僱傭,1
一刀切,1
給權力,1
軍方,1
統治,1
防礙,1
只怪自己,1
怪自己,1
比高,1
替代,1
很好表現,1
不同區,1
有雷,1
吹風,1
邊,1
狂,1
海面,1
有浪,1
確証,1
發生衝突,1
尊貴,1
無錯,1
古惑,1
拉入,1
矛頭,1
送給,1
字眼,1
違犯,1
黨派,1
漏了,1
好多,1
送出,1
長大,1
很難,1
留低,1
原因是甚麼,1
不習慣,1
路程,1
很長,1
貴了,1
負擔重,1
再見,1
縮短,1
報表,1
筲箕,1
鞋,1
課室,1
會立即,1
小一,1
小三,1
藝術,1
出入口,1
閘口,1
忍住,1
傳送出去,1
傳送,1
下調,1
快點,1
昂貴,1
顯微鏡檢查,1
兩款,1
限額,1
拒絶,1
槍擊,1
甜點,1
中毒,1
槍斃,1
畫面,1
曝光,1
車子,1
駛入,1
駛另,1
呼氣,1
飲少少,1
縱火,1
火勢猛烈,1
燒,1
直至早上,1
白人,1
頂球,1
初時,1
勾引,1
份,1
老年人,1
輪侯,1
遺傳,1
看不清,1
效入,1
權益,1
吐入樽內,1
交替,1
高興,1
評核,1
湧至,1
可以OK,1
小孩,1
聽聞,1
比上次,1
果,1
貨送到,1
車輛,1
園區,1
爆開,1
各行各業,1
仍舊,1
火上升煙霧上升,1
莫克,1
時候侵犯,1
知錯,1
救到,1
擋波,1
角球,1
踢波,1
夏威夷,1
照舊,1
照做,1
被幹預,1
叫罵,1
長排隊,1
圈出,1
去信全部,1
簡易,1
某圈狀物件,1
這區,1
搬到,1
平穩,1
兩地,1
蓋布,1
棺材,1
焚燒,1
河流,1
槌,1
同樣,1
調派,1
刊登,1
改為,1
圖表,1
推動,1
任部,1
大批人湧到,1
大批湧入,1
髮型,1
低劣,1
十數個,1
影相,1
對比,1
外交,1
了得,1
詳文,1
調來,1
附件,1
調去,1
居家,1
邊境,1
邊界,1
暴力襲擊,1
委託,1
人往來往返,1
入夜,1
口角,1
惡意,1
救護,1
梁愛詩,1
國安公署,1
執法,1
塔爾薩市,1
字詞,1
日偏食,1
龍蝦,1
花了,1
信用咭,1
數碼,1
郵局,1
點心,1
顧客,1
譚耀宗,1
新增,1
新民黨,1
葉劉淑儀,1
大法官,1
到來,1
摸清,1
養和,1
阿肯色州,1
養和醫院,1
比例,1
商務及經濟發展局,1
邱騰華,1
樂園,1
解凍,1
牛肉,1
低溫,1
超級市場,1
凍肉,1
泰森食品,1
進口,1
聽說,1
聯合國教科文組織,1
明治,1
新潔,1
落馬州,1
口岸,1
我呢,1
出生地,1
合憲,1
真是,1
少見,1
無稽,1
腎,1
抵抗力,1
直至現在,1
機制,1
再加,1
推進器,1
任務,1
北斗衛星,1
環繞,1
北斗系統,1
部署,1
人大法工委,1
管轄,1
免卻,1
人大常委會法工委,1
張勇,1
香港國安法,1
居留權,1
發誓,1
國家安全委員會,1
各級,1
涂謹申,1
保安局局長,1
香港安全法,1
保安局,1
人大,1
健康碼,1
食環署,1
出境,1
華航,1
長榮,1
國泰,1
桃園,1
紅場,1
質詢,1
求情,1
認罪,1
總理,1
李顯龍,1
李顯揚,1
勝利日,1
紅軍,1
兵,1
部隊,1
解放軍,1
塞爾維亞,1
共和國,1
武器,1
盔甲,1
擊倒,1
辛達卡拉,1
傳球,1
決心,1
拉法施華,1
沙紐斯,1
卡路士雲尼斯奧斯,1
前鋒,1
聯賽,1
射門,1
魯賓戴亞斯,1
手球,1
吹罰,1
局部地區,1
全部看到,1
出版,1
丟掉,1
串數字,1
點睛,1
運球,1
好看,1
球撞到手,1
做上,1
市,1
強勁,1
坐飛機到北京,1
聰,1
共有,1
賺取,1
枱下交易,1
疾病,1
坐飛機到達,1
啟德,1
工字鐵,1
繫上安全帶,1
吊起鐵枝,1
博覽館,1
住院,1
戰鬥,1
左邊,1
級別,1
商議,1
框架,1
概念,1
散佈,1
多人坐,1
軍事,1
原則,1
企業,1
營養,1
趕走他,1
扭開,1
理論,1
輔導,1
捕捉,1
鏈,1
人們排開,1
